\PL_NAME = WASP-69 b
\SPEC_TYPE = Eclipse
\SPEC_NUM = 1
\INSTRUMENT = Near Infrared Camera (NIRCam)
\FACILITY = NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission
\NOTE = Figure 3, unbinned, F322W2 and F444W
\REFERENCE = Schlawin et al. 2024
\
\
|CENTRALWAVELNG|BANDWIDTH|ESPECLIPDEP|ESPECLIPDEPERR1|ESPECLIPDEPERR2|ESPECLIPDEPLIM|ESPBRITEMP|ESPBRITEMPERR1|ESPBRITEMPERR2|ESPBRITEMPLIM|OBS_DATE|OBS_DATEERR1|OBS_DATEERR2|
|        double|   double|     double|         double|         double|          long|    double|        double|        double|         long|    char|        char|        char|
|       microns|  microns|          %|               |               |              |         K|              |              |             |    days|        days|        days|
|          null|     null|       null|           null|           null|          null|      null|          null|          null|         null|    null|        null|        null|
        4.37420   0.00980     0.04850         0.00598        -0.00598              0       null           null           null             0     null         null         null 
        4.38448   0.01080     0.04652         0.00586        -0.00586              0       null           null           null             0     null         null         null 
        4.39477   0.00980     0.04933         0.00600        -0.00600              0       null           null           null             0     null         null         null 
        4.40457   0.00980     0.04990         0.00621        -0.00621              0       null           null           null             0     null         null         null 
        4.41436   0.00980     0.06002         0.00652        -0.00652              0       null           null           null             0     null         null         null 
        4.42416   0.00980     0.04351         0.00639        -0.00639              0       null           null           null             0     null         null         null 
        4.43445   0.01080     0.04105         0.00610        -0.00610              0       null           null           null             0     null         null         null 
        4.44473   0.00980     0.05172         0.00635        -0.00635              0       null           null           null             0     null         null         null 
        4.45453   0.00980     0.05559         0.00636        -0.00636              0       null           null           null             0     null         null         null 
        4.46433   0.00980     0.05677         0.00653        -0.00653              0       null           null           null             0     null         null         null 
        4.47461   0.01080     0.05795         0.00612        -0.00612              0       null           null           null             0     null         null         null 
        4.48490   0.00980     0.05861         0.00645        -0.00645              0       null           null           null             0     null         null         null 
        4.49469   0.00980     0.06384         0.00648        -0.00648              0       null           null           null             0     null         null         null 
        4.50449   0.00980     0.04010         0.00650        -0.00650              0       null           null           null             0     null         null         null 
        4.51429   0.00980     0.06528         0.00668        -0.00668              0       null           null           null             0     null         null         null 
        4.52457   0.01080     0.05655         0.00676        -0.00676              0       null           null           null             0     null         null         null 
        4.53486   0.00980     0.06214         0.00655        -0.00655              0       null           null           null             0     null         null         null 
        4.54466   0.00980     0.06106         0.00687        -0.00687              0       null           null           null             0     null         null         null 
        4.55445   0.00980     0.06555         0.00679        -0.00679              0       null           null           null             0     null         null         null 
        4.56425   0.00980     0.08496         0.00719        -0.00719              0       null           null           null             0     null         null         null 
        4.57454   0.01080     0.06037         0.00677        -0.00677              0       null           null           null             0     null         null         null 
        4.58482   0.00980     0.10827         0.00768        -0.00768              0       null           null           null             0     null         null         null 
        4.59462   0.00980     0.08520         0.00703        -0.00703              0       null           null           null             0     null         null         null 
        4.60441   0.00980     0.08035         0.00683        -0.00683              0       null           null           null             0     null         null         null 
        4.61421   0.00980     0.07428         0.00701        -0.00701              0       null           null           null             0     null         null         null 
        4.62450   0.01080     0.08297         0.00706        -0.00706              0       null           null           null             0     null         null         null 
        4.63478   0.00980     0.05222         0.00690        -0.00690              0       null           null           null             0     null         null         null 
        4.64458   0.00980     0.09138         0.00747        -0.00747              0       null           null           null             0     null         null         null 
        4.65438   0.00980     0.06871         0.00735        -0.00735              0       null           null           null             0     null         null         null 
        4.66417   0.00980     0.08111         0.00737        -0.00737              0       null           null           null             0     null         null         null 
        4.67446   0.01080     0.06626         0.00710        -0.00710              0       null           null           null             0     null         null         null 
        4.68475   0.00980     0.07809         0.00732        -0.00732              0       null           null           null             0     null         null         null 
        4.69454   0.00980     0.07600         0.00735        -0.00735              0       null           null           null             0     null         null         null 
        4.70434   0.00980     0.08738         0.00765        -0.00765              0       null           null           null             0     null         null         null 
        4.71414   0.00980     0.07304         0.00762        -0.00762              0       null           null           null             0     null         null         null 
        4.72442   0.01080     0.08165         0.00699        -0.00699              0       null           null           null             0     null         null         null 
        4.73471   0.00980     0.08008         0.00735        -0.00735              0       null           null           null             0     null         null         null 
        4.74450   0.00980     0.08553         0.00741        -0.00741              0       null           null           null             0     null         null         null 
        4.75430   0.00980     0.08578         0.00751        -0.00751              0       null           null           null             0     null         null         null 
        4.76459   0.01080     0.08350         0.00745        -0.00745              0       null           null           null             0     null         null         null 
        4.77487   0.00980     0.07956         0.00766        -0.00766              0       null           null           null             0     null         null         null 
